Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,41,238000,337500
2021-07-26,56,328200,255700
2021-07-23,48,332500,364400
2021-07-22,56,363800,269600
2021-07-21,41,97000,140400
2021-07-20,53,152000,134600
2021-07-19,37,309200,532600
2021-07-16,47,158300,179400
2021-07-15,46,54500,63700
2021-07-14,39,130800,203400
2021-07-13,54,202100,172500
2021-07-12,26,164600,468500
2021-07-09,28,184000,461500
2021-07-08,51,172700,169000
2021-07-07,43,295200,383900
2021-07-06,0,0,0
2021-07-05,98,714200,11500
2021-07-02,32,157000,326900
2021-07-01,42,221800,303400
2021-06-30,39,183800,286500
2021-06-29,49,149600,156700
2021-06-28,54,330700,280200
