Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,43,3547800,4708300
2021-07-26,42,3590800,5012600
2021-07-23,42,4904200,6671500
2021-07-22,53,4790600,4313700
2021-07-21,47,3996700,4557300
2021-07-20,54,7053700,6084800
2021-07-19,37,7526800,13035000
2021-07-16,52,16680100,15644300
2021-07-15,64,19001900,10844300
2021-07-14,46,8980800,10655700
2021-07-13,51,11604600,11370400
2021-07-12,26,11176900,32599700
2021-07-09,41,10492900,14850400
2021-07-08,38,9512500,15409800
2021-07-07,28,10746800,26367500
2021-07-06,0,0,0
2021-07-05,50,35821400,35821400
2021-07-02,59,18990300,13414900
2021-07-01,49,9901800,10393200
2021-06-30,49,10451600,10905800
2021-06-29,49,17886700,18690900
2021-06-28,59,20958600,14836800
