Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,59,515800,363000
2021-07-26,51,666500,651000
2021-07-23,41,716400,1042100
2021-07-22,55,871100,717500
2021-07-21,54,819300,691200
2021-07-20,74,2200600,782600
2021-07-19,55,1412200,1149400
2021-07-16,42,692500,956300
2021-07-15,43,586700,787200
2021-07-14,55,1294600,1050400
2021-07-13,39,1219200,1918800
2021-07-12,36,1396900,2524400
2021-07-09,44,1399300,1748300
2021-07-08,68,3793700,1754900
2021-07-07,69,3770300,1660500
2021-07-06,0,0,0
2021-07-05,50,4890900,4890900
2021-07-02,19,284300,1213000
2021-07-01,23,399300,1316800
2021-06-30,30,481100,1116100
2021-06-29,18,311900,1407700
2021-06-28,45,471700,574000
