Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,35,374000,700700
2021-07-26,60,442600,296700
2021-07-23,42,811700,1106700
2021-07-22,56,1309100,996600
2021-07-21,49,303200,309400
2021-07-20,52,401300,368600
2021-07-19,39,365100,576000
2021-07-16,30,145700,338700
2021-07-15,54,295800,252000
2021-07-14,52,447600,417600
2021-07-13,43,299800,398300
2021-07-12,33,739300,1518000
2021-07-09,28,512700,1292100
2021-07-08,46,398200,462000
2021-07-07,54,597500,515000
2021-07-06,0,0,0
2021-07-05,50,1528300,1528300
2021-07-02,47,602500,680900
2021-07-01,47,567800,634100
2021-06-30,37,355100,610000
2021-06-29,32,383100,809200
2021-06-28,53,1029400,924900
