Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,77,7702100,2298000
2021-07-26,69,5003700,2237700
2021-07-23,56,3674200,2865300
2021-07-22,79,5030100,1325400
2021-07-21,63,3648100,2188700
2021-07-20,76,5981700,1926700
2021-07-19,34,1957400,3790500
2021-07-16,41,789100,1157900
2021-07-15,49,1835900,1878000
2021-07-14,36,2003300,3522100
2021-07-13,32,1116700,2347600
2021-07-12,41,3138600,4580000
2021-07-09,40,2029400,3003000
2021-07-08,49,2925400,3064900
2021-07-07,55,3191300,2644100
2021-07-06,0,0,0
2021-07-05,50,8382000,8382000
2021-07-02,44,2412200,3022000
2021-07-01,46,2566200,3003600
2021-06-30,35,1063800,1950900
2021-06-29,34,1791800,3434000
2021-06-28,68,7715800,3642600
