Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,57,608800,461500
2021-07-26,61,119100,76000
2021-07-23,42,129100,181900
2021-07-22,39,136700,213400
2021-07-21,34,33600,66400
2021-07-20,52,161500,146700
2021-07-19,55,434300,358300
2021-07-16,59,41900,29100
2021-07-15,46,38900,45200
2021-07-14,47,103000,115000
2021-07-13,51,82600,78600
2021-07-12,37,172000,287200
2021-07-09,32,97500,210200
2021-07-08,50,142100,144200
2021-07-07,46,228700,273200
2021-07-06,0,0,0
2021-07-05,92,267800,22800
2021-07-02,50,152000,154300
2021-07-01,36,124300,218800
2021-06-30,28,92600,243300
2021-06-29,43,114100,153700
2021-06-28,36,107500,189700
