Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,72,1087000,419700
2021-07-26,89,773100,99800
2021-07-23,85,961000,169200
2021-07-22,61,798800,505700
2021-07-21,88,370000,48500
2021-07-20,86,488800,77500
2021-07-19,71,613400,250100
2021-07-16,89,1086400,133000
2021-07-15,74,1079200,388900
2021-07-14,46,308800,356200
2021-07-13,70,385300,168200
2021-07-12,89,786600,95600
2021-07-09,66,533900,279100
2021-07-08,83,207100,43800
2021-07-07,36,121700,216500
2021-07-06,0,0,0
2021-07-05,50,364100,364100
2021-07-02,46,279000,325300
2021-07-01,42,182100,254700
2021-06-30,69,565700,251800
2021-06-29,34,139500,269500
2021-06-28,23,175700,577000
