Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,137000,148500
2021-07-26,44,92400,117300
2021-07-23,32,39300,85300
2021-07-22,46,124900,148000
2021-07-21,38,38400,63800
2021-07-20,50,115100,115200
2021-07-19,15,24900,145700
2021-07-16,32,74700,161700
2021-07-15,65,122700,65800
2021-07-14,23,18500,62600
2021-07-13,28,33200,85600
2021-07-12,30,134700,320000
2021-07-09,45,85400,106400
2021-07-08,41,78200,110900
2021-07-07,41,214500,311300
2021-07-06,0,0,0
2021-07-05,50,386600,386600
2021-07-02,21,43200,157800
2021-07-01,34,95900,187200
2021-06-30,28,113600,296100
2021-06-29,37,97600,169100
2021-06-28,32,77400,162400
