Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,34,592100,1160500
2021-07-26,66,1263000,664200
2021-07-23,48,828100,893700
2021-07-22,59,993200,692200
2021-07-21,41,658900,952900
2021-07-20,60,1150800,753000
2021-07-19,44,688900,874600
2021-07-16,47,909400,1031100
2021-07-15,66,1071300,543800
2021-07-14,40,495400,747000
2021-07-13,47,646800,743200
2021-07-12,30,1115900,2586800
2021-07-09,34,861200,1686100
2021-07-08,31,486500,1104400
2021-07-07,47,1079800,1217100
2021-07-06,0,0,0
2021-07-05,50,2984500,2984500
2021-07-02,25,528100,1554400
2021-07-01,61,2289500,1448600
2021-06-30,38,618200,999200
2021-06-29,45,1499500,1814800
2021-06-28,70,4012500,1722600
