Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,51,454400,443600
2021-07-26,43,198700,262100
2021-07-23,36,309500,557600
2021-07-22,49,389400,411000
2021-07-21,36,197200,350400
2021-07-20,53,482400,419800
2021-07-19,38,398400,649100
2021-07-16,32,179600,379500
2021-07-15,55,461000,370000
2021-07-14,36,347400,605300
2021-07-13,47,495600,564100
2021-07-12,35,830100,1532000
2021-07-09,36,743700,1314700
2021-07-08,35,271600,509700
2021-07-07,47,835700,951200
2021-07-06,0,0,0
2021-07-05,50,1466800,1466800
2021-07-02,56,796800,596100
2021-07-01,57,1540900,1095100
2021-06-30,31,316300,711900
2021-06-29,47,538300,614800
2021-06-28,42,480200,672500
