Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,30,375000,874200
2021-07-26,36,317700,569400
2021-07-23,42,231900,318100
2021-07-22,42,445600,609100
2021-07-21,43,1137400,1500200
2021-07-20,59,1207800,836400
2021-07-19,51,785800,766700
2021-07-16,39,680600,1066900
2021-07-15,46,377300,440700
2021-07-14,47,1342100,1502200
2021-07-13,50,1434200,1450100
2021-07-12,53,1181200,1065000
2021-07-09,43,1002100,1322600
2021-07-08,27,133900,353500
2021-07-07,38,316800,520100
2021-07-06,0,0,0
2021-07-05,50,1164700,1164700
2021-07-02,45,463400,557600
2021-07-01,67,665000,323200
2021-06-30,38,2210200,3606900
2021-06-29,41,827700,1173200
2021-06-28,26,158400,442600
