Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,409500,442300
2021-07-26,48,405300,446000
2021-07-23,26,229700,660800
2021-07-22,74,728100,254600
2021-07-21,37,116400,199700
2021-07-20,56,515000,408200
2021-07-19,50,632200,642900
2021-07-16,76,620900,201400
2021-07-15,68,986600,464200
2021-07-14,38,329600,544600
2021-07-13,51,645600,620200
2021-07-12,45,1285200,1549900
2021-07-09,31,307000,677000
2021-07-08,35,449300,844000
2021-07-07,37,791200,1357200
2021-07-06,0,0,0
2021-07-05,50,2267500,2267500
2021-07-02,28,1021100,2614800
2021-07-01,28,487800,1260800
2021-06-30,39,1165500,1796500
2021-06-29,48,853500,916000
2021-06-28,34,485600,945200
