Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,47,718400,824800
2021-07-26,40,304400,458100
2021-07-23,48,589100,634300
2021-07-22,53,456700,413200
2021-07-21,36,287200,514400
2021-07-20,60,906900,595200
2021-07-19,42,700400,978800
2021-07-16,41,372300,544900
2021-07-15,62,904600,565900
2021-07-14,33,345400,688700
2021-07-13,52,881200,800900
2021-07-12,34,1404900,2705100
2021-07-09,36,767400,1338600
2021-07-08,35,475600,880400
2021-07-07,59,1399500,961600
2021-07-06,0,0,0
2021-07-05,50,1867000,1867000
2021-07-02,56,1264700,983700
2021-07-01,68,2617300,1228500
2021-06-30,44,592500,750900
2021-06-29,49,657700,697500
2021-06-28,40,571100,855200
