Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,54,497400,418600
2021-07-26,40,734000,1103100
2021-07-23,28,460400,1169900
2021-07-22,44,549000,696100
2021-07-21,45,383800,462000
2021-07-20,60,2430700,1592100
2021-07-19,42,943800,1279500
2021-07-16,32,273700,574500
2021-07-15,70,1423800,602000
2021-07-14,28,1249300,3257400
2021-07-13,39,1542000,2374100
2021-07-12,39,1135500,1780900
2021-07-09,60,3674000,2495400
2021-07-08,57,2081900,1533600
2021-07-07,62,933400,569100
2021-07-06,0,0,0
2021-07-05,50,1295000,1295000
2021-07-02,60,911000,614800
2021-07-01,33,250800,498800
2021-06-30,41,183400,265600
2021-06-29,52,549700,512500
2021-06-28,42,1020400,1436900
