Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,55,678100,548400
2021-07-26,40,448100,675600
2021-07-23,35,421900,787500
2021-07-22,46,1016700,1214700
2021-07-21,33,262300,538900
2021-07-20,66,1474300,750800
2021-07-19,35,800700,1467200
2021-07-16,27,364800,988000
2021-07-15,64,848600,480300
2021-07-14,40,672800,1001400
2021-07-13,53,946400,838300
2021-07-12,52,2190700,2047400
2021-07-09,35,2105600,3982500
2021-07-08,47,673900,771000
2021-07-07,55,2810200,2314400
2021-07-06,0,0,0
2021-07-05,2,35700,1404000
2021-07-02,44,727100,921000
2021-07-01,59,1059000,724500
2021-06-30,47,398800,443400
2021-06-29,41,653300,928000
2021-06-28,45,722700,892200
