Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,30,77700,185400
2021-07-26,65,536700,286900
2021-07-23,38,297800,488300
2021-07-22,37,184000,308400
2021-07-21,59,175000,124000
2021-07-20,69,205600,92800
2021-07-19,67,486200,241700
2021-07-16,52,67200,62000
2021-07-15,79,45900,12400
2021-07-14,28,33300,83100
2021-07-13,28,28400,70400
2021-07-12,32,59400,125100
2021-07-09,62,153500,94200
2021-07-08,54,89300,76900
2021-07-07,52,112000,105300
2021-07-06,0,0,0
2021-07-05,50,66200,66200
2021-07-02,53,64300,57500
2021-07-01,65,206700,112900
2021-06-30,54,40600,34900
2021-06-29,61,54900,35300
2021-06-28,51,54600,53300
