Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,1956600,2157900
2021-07-26,67,3923100,1923000
2021-07-23,39,1239300,1925700
2021-07-22,42,1076200,1472100
2021-07-21,53,1490600,1312400
2021-07-20,52,1299800,1210600
2021-07-19,56,2902200,2194900
2021-07-16,52,951800,885600
2021-07-15,59,806000,562300
2021-07-14,44,1007700,1256900
2021-07-13,47,811900,921200
2021-07-12,33,1565600,3226000
2021-07-09,28,1034700,2523900
2021-07-08,39,995700,1586900
2021-07-07,49,1840900,1881100
2021-07-06,0,0,0
2021-07-05,50,3670300,3670300
2021-07-02,45,947600,1173300
2021-07-01,64,3277100,1821600
2021-06-30,41,636300,927100
2021-06-29,30,425900,999000
2021-06-28,55,1222800,1005300
