Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,71,72000,29200
2021-07-26,25,19200,58900
2021-07-23,78,115400,32100
2021-07-22,55,39400,31700
2021-07-21,45,40300,49700
2021-07-20,82,58100,12400
2021-07-19,41,78400,111000
2021-07-16,32,25800,55500
2021-07-15,12,8300,61500
2021-07-14,43,36600,48400
2021-07-13,24,36500,113700
2021-07-12,42,89200,123200
2021-07-09,28,36500,94100
2021-07-08,14,20200,120400
2021-07-07,46,48700,57900
2021-07-06,0,0,0
2021-07-05,50,101400,101400
2021-07-02,56,39000,30200
2021-07-01,54,35100,30400
2021-06-30,19,16600,72700
2021-06-29,25,15200,46300
2021-06-28,32,16900,35500
