Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,42,506700,709500
2021-07-26,63,1639200,957500
2021-07-23,60,939700,614400
2021-07-22,52,275600,257300
2021-07-21,34,46000,90200
2021-07-20,68,370200,176600
2021-07-19,25,90000,263200
2021-07-16,59,197800,138900
2021-07-15,65,197200,107100
2021-07-14,42,127700,179600
2021-07-13,47,139400,159300
2021-07-12,28,395400,972400
2021-07-09,20,184700,758400
2021-07-08,47,223400,247100
2021-07-07,43,314900,411700
2021-07-06,0,0,0
2021-07-05,50,1093800,1093800
2021-07-02,46,307400,363200
2021-07-01,43,323600,420500
2021-06-30,60,866600,571600
2021-06-29,46,584200,683200
2021-06-28,43,315300,423400
