Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,41,324500,462700
2021-07-26,35,206600,390000
2021-07-23,33,299600,609000
2021-07-22,38,397300,634900
2021-07-21,46,333300,393500
2021-07-20,45,873900,1055300
2021-07-19,35,480700,874100
2021-07-16,50,441700,435200
2021-07-15,60,822500,549500
2021-07-14,53,732700,643000
2021-07-13,61,1081700,696000
2021-07-12,47,640800,714700
2021-07-09,49,302600,309600
2021-07-08,38,228000,370500
2021-07-07,54,512600,442300
2021-07-06,0,0,0
2021-07-05,50,872500,872500
2021-07-02,53,364300,329200
2021-07-01,51,956100,925500
2021-06-30,55,611100,491600
2021-06-29,51,588300,571300
2021-06-28,62,537800,323500
