Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,62,304700,188100
2021-07-26,52,187300,172800
2021-07-23,28,161400,421600
2021-07-22,57,273900,200100
2021-07-21,41,191400,273700
2021-07-20,62,767000,478300
2021-07-19,21,242600,887400
2021-07-16,36,158400,280800
2021-07-15,52,203000,184200
2021-07-14,47,382900,428300
2021-07-13,38,337800,554700
2021-07-12,45,513300,615200
2021-07-09,27,379800,1010500
2021-07-08,53,408600,363400
2021-07-07,37,550300,941500
2021-07-06,0,0,0
2021-07-05,50,1550700,1550700
2021-07-02,69,1303100,599000
2021-07-01,59,1210600,856300
2021-06-30,35,298800,552000
2021-06-29,42,307300,417500
2021-06-28,24,334100,1062400
