Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,69,2283900,1047900
2021-07-26,40,245700,375900
2021-07-23,28,131000,323700
2021-07-22,55,171500,139300
2021-07-21,53,184900,164700
2021-07-20,24,80400,247800
2021-07-19,41,125900,181700
2021-07-16,47,743200,841600
2021-07-15,75,685200,231300
2021-07-14,49,136300,144500
2021-07-13,71,296200,121800
2021-07-12,59,491700,346000
2021-07-09,25,131500,387400
2021-07-08,53,155700,135700
2021-07-07,48,168800,183100
2021-07-06,0,0,0
2021-07-05,50,340500,340500
2021-07-02,12,48400,354800
2021-07-01,31,111400,245000
2021-06-30,38,151600,251800
2021-06-29,82,848500,187100
2021-06-28,35,140800,264500
