Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,58,3900300,2879600
2021-07-26,39,1745900,2683700
2021-07-23,34,1535800,2970800
2021-07-22,57,2139300,1561500
2021-07-21,41,1822300,2597400
2021-07-20,56,3470300,2658000
2021-07-19,32,2414100,5238400
2021-07-16,41,1861000,2663600
2021-07-15,57,2747600,1961300
2021-07-14,39,1790400,2821400
2021-07-13,52,3039300,2844900
2021-07-12,40,3796800,5730000
2021-07-09,51,4154600,3966700
2021-07-08,41,2205100,3167900
2021-07-07,48,4538500,4972600
2021-07-06,0,0,0
2021-07-05,50,6878100,6878100
2021-07-02,49,3249000,3396100
2021-07-01,54,3404100,2940300
2021-06-30,47,2773600,3124200
2021-06-29,51,2726300,2601200
2021-06-28,46,2472800,2951100
