Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,47,580500,648500
2021-07-26,60,168700,114700
2021-07-23,41,92900,135100
2021-07-22,50,274400,278800
2021-07-21,56,80000,61500
2021-07-20,51,76800,74900
2021-07-19,28,100300,245900
2021-07-16,42,223400,310800
2021-07-15,74,695700,242800
2021-07-14,40,106600,157600
2021-07-13,51,336100,327000
2021-07-12,22,149000,513400
2021-07-09,41,502000,714900
2021-07-08,24,55200,170900
2021-07-07,39,225600,350600
2021-07-06,0,0,0
2021-07-05,50,602000,602000
2021-07-02,28,107100,266400
2021-07-01,32,91400,193600
2021-06-30,43,152500,198200
2021-06-29,51,220200,213300
2021-06-28,33,237700,491400
