Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,44,40200,51300
2021-07-26,59,28200,19400
2021-07-23,60,52200,34800
2021-07-22,52,35400,33000
2021-07-21,44,29600,37900
2021-07-20,56,73600,54600
2021-07-19,35,48400,90900
2021-07-16,15,19200,111700
2021-07-15,22,45900,167500
2021-07-14,31,35800,79900
2021-07-13,34,24800,49000
2021-07-12,35,58400,109600
2021-07-09,39,26700,41600
2021-07-08,28,14300,35600
2021-07-07,52,31100,28700
2021-07-06,0,0,0
2021-07-05,93,65800,5000
2021-07-02,40,46000,68400
2021-07-01,38,15100,25000
2021-06-30,61,22600,14400
2021-06-29,48,45700,49500
2021-06-28,39,10700,16600
