Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,47,2436100,2745200
2021-07-26,52,2934800,2686200
2021-07-23,40,2191900,3251300
2021-07-22,64,4051700,2268000
2021-07-21,33,1920200,3899600
2021-07-20,55,3824800,3127800
2021-07-19,31,2928600,6520100
2021-07-16,28,1492700,3749500
2021-07-15,55,2939700,2444600
2021-07-14,43,2886600,3863200
2021-07-13,59,4632000,3189900
2021-07-12,45,6133100,7509400
2021-07-09,34,4826000,9433200
2021-07-08,49,4587800,4789800
2021-07-07,48,5904300,6467100
2021-07-06,0,0,0
2021-07-05,50,9860300,9860300
2021-07-02,46,3485700,4108800
2021-07-01,36,4247000,7419800
2021-06-30,37,2925900,5031800
2021-06-29,33,2694100,5359400
2021-06-28,57,6367700,4557500
