Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,42,189700,267200
2021-07-26,70,196500,83700
2021-07-23,56,298400,239100
2021-07-22,45,226200,276600
2021-07-21,56,267200,203600
2021-07-20,56,226000,177400
2021-07-19,26,107100,311400
2021-07-16,42,63000,87000
2021-07-15,67,101800,50300
2021-07-14,47,145100,160600
2021-07-13,37,121300,209600
2021-07-12,18,308400,1396600
2021-07-09,34,146000,288600
2021-07-08,34,128700,250600
2021-07-07,45,344400,423700
2021-07-06,0,0,0
2021-07-05,50,449000,449000
2021-07-02,43,343300,448400
2021-07-01,39,175100,274500
2021-06-30,30,120000,276700
2021-06-29,24,191200,601200
2021-06-28,33,141500,287100
