Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,41,2111500,3067900
2021-07-26,59,3566900,2492900
2021-07-23,52,3675300,3336800
2021-07-22,62,2865800,1738200
2021-07-21,44,1581700,2038000
2021-07-20,60,1662000,1092300
2021-07-19,41,1407400,2049100
2021-07-16,53,1223100,1106300
2021-07-15,55,1780600,1481800
2021-07-14,39,993500,1548300
2021-07-13,47,1128600,1290800
2021-07-12,39,2672600,4269000
2021-07-09,50,1518900,1541900
2021-07-08,35,844300,1587100
2021-07-07,59,2962100,2072600
2021-07-06,0,0,0
2021-07-05,50,2961100,2961100
2021-07-02,61,2440800,1529900
2021-07-01,50,875400,885600
2021-06-30,43,791600,1044900
2021-06-29,66,3307900,1721800
2021-06-28,52,1013400,941900
