Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,69,1322400,594100
2021-07-26,47,793700,881100
2021-07-23,57,735700,528200
2021-07-22,57,649300,474800
2021-07-21,53,583500,523400
2021-07-20,55,886200,716400
2021-07-19,52,557400,515800
2021-07-16,77,674100,199700
2021-07-15,46,871300,1039800
2021-07-14,59,322100,222600
2021-07-13,79,638400,169300
2021-07-12,48,344500,378100
2021-07-09,63,508900,298000
2021-07-08,67,187300,91800
2021-07-07,74,499600,179400
2021-07-06,0,0,0
2021-07-05,50,879400,879400
2021-07-02,51,411900,390900
2021-07-01,55,575800,462400
2021-06-30,73,670300,244100
2021-06-29,47,551100,633000
2021-06-28,62,655500,404800
