Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,59,2722900,1921500
2021-07-26,45,881400,1096900
2021-07-23,44,1323100,1690800
2021-07-22,42,1558100,2151000
2021-07-21,30,874200,2077100
2021-07-20,56,2397600,1887700
2021-07-19,32,1954400,4242200
2021-07-16,32,1092100,2346700
2021-07-15,56,2936400,2233800
2021-07-14,38,2754300,4521500
2021-07-13,44,2457200,3116000
2021-07-12,33,4092000,8150200
2021-07-09,51,3954700,3725300
2021-07-08,50,5160700,5203500
2021-07-07,50,4920800,4898200
2021-07-06,0,0,0
2021-07-05,50,10724800,10724800
2021-07-02,56,4214500,3324400
2021-07-01,47,2334600,2620000
2021-06-30,42,1433800,1963500
2021-06-29,47,2169800,2435700
2021-06-28,60,4715000,3174900
