Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,52,933800,879000
2021-07-26,56,696000,530100
2021-07-23,45,653600,793100
2021-07-22,62,1796700,1120400
2021-07-21,49,428300,447300
2021-07-20,53,632200,567600
2021-07-19,37,997600,1728900
2021-07-16,46,354800,423800
2021-07-15,60,805900,532100
2021-07-14,56,1060000,837300
2021-07-13,56,1011200,786400
2021-07-12,38,1326500,2161700
2021-07-09,50,880700,881400
2021-07-08,36,463000,811600
2021-07-07,48,858100,941800
2021-07-06,0,0,0
2021-07-05,50,2859100,2859100
2021-07-02,31,844500,1853700
2021-07-01,33,820500,1655900
2021-06-30,49,614300,639600
2021-06-29,35,520000,979800
2021-06-28,55,949400,769500
