Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,66,52000,27300
2021-07-26,52,51400,47600
2021-07-23,47,135000,153600
2021-07-22,47,56700,64700
2021-07-21,61,67500,43000
2021-07-20,61,135100,86000
2021-07-19,49,89300,91600
2021-07-16,34,33400,64200
2021-07-15,36,55100,96000
2021-07-14,51,126500,119800
2021-07-13,53,48200,42000
2021-07-12,49,61600,63700
2021-07-09,57,37900,27000
2021-07-08,37,106700,185100
2021-07-07,48,150400,160800
2021-07-06,0,0,0
2021-07-05,50,64900,64900
2021-07-02,30,34000,78900
2021-07-01,62,107700,65700
2021-06-30,42,38800,54400
2021-06-29,22,21400,73900
2021-06-28,61,113900,71400
