Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,37,2612000,4361400
2021-07-26,48,3089900,3289000
2021-07-23,49,6103500,6429900
2021-07-22,65,6009900,3195100
2021-07-21,54,3012900,2590800
2021-07-20,52,2431300,2270100
2021-07-19,32,2187800,4630100
2021-07-16,44,1736600,2251600
2021-07-15,56,1663200,1322400
2021-07-14,41,2159600,3070000
2021-07-13,53,4092800,3622100
2021-07-12,39,4123000,6570500
2021-07-09,40,4726500,7200400
2021-07-08,38,2484500,3992600
2021-07-07,45,4775600,5932500
2021-07-06,0,0,0
2021-07-05,50,10804900,10804900
2021-07-02,50,4491900,4519800
2021-07-01,45,4782800,5930600
2021-06-30,63,13698500,8086900
2021-06-29,47,2915100,3253800
2021-06-28,44,2990400,3866200
