Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,25,79300,240800
2021-07-26,40,238800,356100
2021-07-23,12,36900,279000
2021-07-22,63,500700,292100
2021-07-21,48,742100,804700
2021-07-20,80,275400,70600
2021-07-19,45,248000,302800
2021-07-16,38,242300,398400
2021-07-15,45,79800,98100
2021-07-14,53,104000,92800
2021-07-13,36,72300,128200
2021-07-12,20,289300,1180300
2021-07-09,30,141000,335100
2021-07-08,38,142700,228700
2021-07-07,38,273600,447900
2021-07-06,0,0,0
2021-07-05,96,435100,19400
2021-07-02,18,51000,229700
2021-07-01,46,186300,216700
2021-06-30,53,211300,188400
2021-06-29,28,140500,370200
2021-06-28,64,165800,92600
