Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,49,678500,703000
2021-07-26,46,340400,398200
2021-07-23,44,643100,826300
2021-07-22,57,888200,647900
2021-07-21,50,310300,311400
2021-07-20,53,707400,619800
2021-07-19,30,542800,1255700
2021-07-16,56,860600,669400
2021-07-15,47,499700,569100
2021-07-14,36,462200,830800
2021-07-13,57,1343500,960900
2021-07-12,59,2485700,1700000
2021-07-09,33,902800,1870600
2021-07-08,34,748300,1456300
2021-07-07,43,1328600,1732800
2021-07-06,0,0,0
2021-07-05,50,2361300,2361300
2021-07-02,45,1948600,2334200
2021-07-01,37,798800,1384600
2021-06-30,47,1278200,1417200
2021-06-29,31,723100,1644100
2021-06-28,31,776400,1689400
