Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,54,216400,187900
2021-07-26,44,99800,128100
2021-07-23,37,149800,252700
2021-07-22,56,180600,134400
2021-07-21,37,166600,287100
2021-07-20,54,278300,234300
2021-07-19,33,102100,203200
2021-07-16,53,152700,133000
2021-07-15,63,191100,110800
2021-07-14,28,86600,212800
2021-07-13,47,208400,238900
2021-07-12,47,215400,238300
2021-07-09,36,170600,307700
2021-07-08,40,164100,241100
2021-07-07,48,199700,213100
2021-07-06,0,0,0
2021-07-05,50,450200,450200
2021-07-02,64,614400,346400
2021-07-01,71,541100,222700
2021-06-30,42,114600,160700
2021-06-29,55,187400,153500
2021-06-28,44,138800,177500
