Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,54,59000,50500
2021-07-26,51,60200,56700
2021-07-23,39,32400,50800
2021-07-22,56,71600,56300
2021-07-21,22,13900,49700
2021-07-20,64,84900,46900
2021-07-19,31,36700,80500
2021-07-16,52,58000,53200
2021-07-15,61,24400,15400
2021-07-14,32,44500,95000
2021-07-13,45,44200,54200
2021-07-12,43,118100,153900
2021-07-09,35,57800,105600
2021-07-08,31,39800,90100
2021-07-07,52,107100,98300
2021-07-06,0,0,0
2021-07-05,50,219900,219900
2021-07-02,37,45900,78100
2021-07-01,41,100000,142400
2021-06-30,22,54800,195400
2021-06-29,31,75200,167900
2021-06-28,51,151700,144000
