Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,64,325200,183500
2021-07-26,54,179200,152200
2021-07-23,70,204300,88400
2021-07-22,67,401500,199100
2021-07-21,44,172700,217700
2021-07-20,53,446500,397600
2021-07-19,51,277800,271900
2021-07-16,83,623500,129500
2021-07-15,79,390700,106300
2021-07-14,35,365200,685000
2021-07-13,70,858900,364600
2021-07-12,63,707800,411200
2021-07-09,38,146500,243500
2021-07-08,37,132000,228100
2021-07-07,59,350000,246900
2021-07-06,0,0,0
2021-07-05,99,740600,7700
2021-07-02,56,681700,525700
2021-07-01,63,1560600,936100
2021-06-30,60,191200,130000
2021-06-29,68,289500,134000
2021-06-28,45,127300,158500
