Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,55,8558100,6973700
2021-07-26,51,5209200,5100200
2021-07-23,33,4327800,8954100
2021-07-22,59,6056700,4265100
2021-07-21,37,3761300,6294900
2021-07-20,56,9386600,7117600
2021-07-19,38,7165700,11495400
2021-07-16,41,4685700,6785400
2021-07-15,65,9673100,5215700
2021-07-14,43,5463200,7289700
2021-07-13,55,7395700,6031200
2021-07-12,36,8886500,15923800
2021-07-09,47,7098700,8049600
2021-07-08,42,4517600,6234700
2021-07-07,56,10752100,8450200
2021-07-06,0,0,0
2021-07-05,50,18789800,18789800
2021-07-02,54,7033800,6109200
2021-07-01,56,8054000,6314900
2021-06-30,49,5838600,6168300
2021-06-29,55,5823500,4817300
2021-06-28,46,4666300,5445900
