Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,33,66700,134100
2021-07-26,64,212600,120700
2021-07-23,44,112000,144600
2021-07-22,62,169300,104800
2021-07-21,38,99500,162500
2021-07-20,56,147100,114800
2021-07-19,38,168400,274700
2021-07-16,44,163700,206900
2021-07-15,39,106400,166900
2021-07-14,41,172300,243500
2021-07-13,48,148900,159100
2021-07-12,48,270700,293500
2021-07-09,33,83700,167500
2021-07-08,51,137800,131200
2021-07-07,51,142000,136600
2021-07-06,0,0,0
2021-07-05,50,416200,416200
2021-07-02,35,135000,247700
2021-07-01,53,531000,466100
2021-06-30,45,502400,622800
2021-06-29,42,70700,96400
2021-06-28,60,87300,59400
