Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,62,773600,464700
2021-07-26,36,172200,304100
2021-07-23,42,98700,135900
2021-07-22,60,136200,92200
2021-07-21,61,565600,360100
2021-07-20,67,190000,94800
2021-07-19,48,136300,147900
2021-07-16,81,190800,45000
2021-07-15,70,280500,119000
2021-07-14,76,449300,144100
2021-07-13,70,180700,75800
2021-07-12,47,325700,360500
2021-07-09,50,150000,149300
2021-07-08,30,98400,227600
2021-07-07,56,275000,214600
2021-07-06,0,0,0
2021-07-05,100,254100,1000
2021-07-02,26,62300,179100
2021-07-01,56,166300,129700
2021-06-30,34,135600,265800
2021-06-29,52,99800,93900
2021-06-28,46,169800,199600
