Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,56,168700,131600
2021-07-26,61,140500,90000
2021-07-23,50,117400,117300
2021-07-22,51,139900,132400
2021-07-21,53,109000,98300
2021-07-20,60,139100,91000
2021-07-19,68,114500,54200
2021-07-16,55,108300,87200
2021-07-15,67,134700,66100
2021-07-14,54,111600,96200
2021-07-13,73,175800,65800
2021-07-12,55,143000,119200
2021-07-09,57,139600,101000
2021-07-08,57,137400,100400
2021-07-07,69,134000,60100
2021-07-06,0,0,0
2021-07-05,50,142300,142300
2021-07-02,61,161100,104100
2021-07-01,65,152100,80400
2021-06-30,57,119100,85900
2021-06-29,56,110000,83000
2021-06-28,56,116300,87500
