Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,76,816300,251800
2021-07-26,51,117900,112300
2021-07-23,59,257200,179800
2021-07-22,81,363900,83700
2021-07-21,70,410300,177900
2021-07-20,84,772800,148700
2021-07-19,62,210300,128100
2021-07-16,81,890100,202200
2021-07-15,76,449900,139200
2021-07-14,77,507900,155000
2021-07-13,86,969900,157700
2021-07-12,64,171600,96000
2021-07-09,71,591100,238100
2021-07-08,73,1564500,590900
2021-07-07,71,1863800,758700
2021-07-06,0,0,0
2021-07-05,50,2157700,2157700
2021-07-02,70,953100,415400
2021-07-01,66,1427800,725300
2021-06-30,73,777000,280400
2021-06-29,63,699500,412200
2021-06-28,67,734900,362500
