Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,46,221400,260800
2021-07-26,68,58300,27500
2021-07-23,56,109000,84700
2021-07-22,60,78100,51100
2021-07-21,34,35900,69900
2021-07-20,49,32000,33000
2021-07-19,21,32000,123700
2021-07-16,41,39600,57200
2021-07-15,46,80900,96600
2021-07-14,38,42500,68100
2021-07-13,42,59300,81500
2021-07-12,35,98600,183600
2021-07-09,28,27600,68300
2021-07-08,28,23300,60200
2021-07-07,48,73200,80500
2021-07-06,0,0,0
2021-07-05,50,148700,148700
2021-07-02,41,78500,112000
2021-07-01,41,78000,114100
2021-06-30,48,72600,77700
2021-06-29,63,260400,153000
2021-06-28,50,101100,101600
