Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,68,1895800,873300
2021-07-26,77,1610000,483300
2021-07-23,72,1133800,443300
2021-07-22,65,1587500,871400
2021-07-21,77,1612900,478500
2021-07-20,75,1707400,561800
2021-07-19,77,1499700,436300
2021-07-16,81,1656300,385400
2021-07-15,84,903100,166300
2021-07-14,87,1628900,250200
2021-07-13,73,1770200,667600
2021-07-12,85,965500,168000
2021-07-09,62,1122100,675200
2021-07-08,81,1377500,321500
2021-07-07,74,1301300,456600
2021-07-06,0,0,0
2021-07-05,50,1728000,1728000
2021-07-02,56,1111900,825900
2021-07-01,67,1125800,558700
2021-06-30,64,987000,553500
2021-06-29,62,786800,476800
2021-06-28,66,831100,429800
