Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,58,294400,214700
2021-07-26,50,167900,170000
2021-07-23,40,130800,196700
2021-07-22,62,240700,144600
2021-07-21,67,455500,219400
2021-07-20,51,214500,204300
2021-07-19,35,188300,354900
2021-07-16,44,187100,239800
2021-07-15,66,372300,190100
2021-07-14,60,446400,297300
2021-07-13,47,308400,349800
2021-07-12,32,321100,686100
2021-07-09,19,130400,557000
2021-07-08,31,162500,356700
2021-07-07,50,540100,530700
2021-07-06,0,0,0
2021-07-05,98,725400,13500
2021-07-02,46,554000,655400
2021-07-01,43,705800,921800
2021-06-30,34,432000,849900
2021-06-29,56,660300,490500
2021-06-28,68,1599700,767500
