Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,69900,75200
2021-07-26,67,247900,121400
2021-07-23,49,75300,79700
2021-07-22,67,224100,109700
2021-07-21,71,238800,98500
2021-07-20,41,103900,151300
2021-07-19,31,187200,408000
2021-07-16,32,33000,70200
2021-07-15,26,60000,175200
2021-07-14,37,131700,221500
2021-07-13,55,122600,102000
2021-07-12,28,180600,434700
2021-07-09,30,116100,265100
2021-07-08,21,72000,266900
2021-07-07,51,143700,138500
2021-07-06,0,0,0
2021-07-05,99,253000,1700
2021-07-02,30,116300,268400
2021-07-01,43,157300,206300
2021-06-30,55,176100,143200
2021-06-29,27,76200,211200
2021-06-28,38,124400,201500
