Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,34,344400,674100
2021-07-26,55,599600,496000
2021-07-23,44,322800,416700
2021-07-22,55,444800,362400
2021-07-21,52,314900,296300
2021-07-20,63,466300,268100
2021-07-19,62,1201700,744300
2021-07-16,47,694400,774700
2021-07-15,49,178200,182600
2021-07-14,45,246000,301100
2021-07-13,41,175600,252100
2021-07-12,34,462700,914200
2021-07-09,35,311500,576300
2021-07-08,47,314200,349300
2021-07-07,56,642800,496100
2021-07-06,0,0,0
2021-07-05,50,1015700,1015700
2021-07-02,28,207500,502200
2021-07-01,46,413600,483900
2021-06-30,43,509400,663800
2021-06-29,25,324800,991000
2021-06-28,45,411400,498200
