Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,44,528400,684600
2021-07-26,61,984800,628700
2021-07-23,51,984700,943200
2021-07-22,56,709700,538100
2021-07-21,49,346100,353800
2021-07-20,62,593100,368400
2021-07-19,49,1770700,1829500
2021-07-16,56,473500,367000
2021-07-15,55,246400,198900
2021-07-14,44,313500,404300
2021-07-13,54,234000,199200
2021-07-12,42,436800,614400
2021-07-09,30,302200,700000
2021-07-08,35,303700,557400
2021-07-07,51,382400,374400
2021-07-06,0,0,0
2021-07-05,50,1092100,1092100
2021-07-02,57,458900,330600
2021-07-01,64,735200,418200
2021-06-30,59,501400,344200
2021-06-29,46,399000,462500
2021-06-28,61,552600,348300
