Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,43,304900,410100
2021-07-26,57,296600,219200
2021-07-23,42,464800,654900
2021-07-22,59,388800,266900
2021-07-21,24,95100,300300
2021-07-20,53,467400,413400
2021-07-19,37,445200,763600
2021-07-16,49,769000,805600
2021-07-15,60,578100,391900
2021-07-14,42,356400,494500
2021-07-13,50,493900,486900
2021-07-12,41,774000,1133600
2021-07-09,41,456800,663800
2021-07-08,47,508100,575600
2021-07-07,45,990400,1212400
2021-07-06,0,0,0
2021-07-05,50,1030100,1030100
2021-07-02,45,460600,557400
2021-07-01,50,567500,557700
2021-06-30,44,371200,477100
2021-06-29,40,379400,577200
2021-06-28,54,572300,488600
