Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,62,317800,193800
2021-07-26,53,249100,219200
2021-07-23,37,86300,149900
2021-07-22,43,125500,164800
2021-07-21,40,48000,71300
2021-07-20,52,99300,92000
2021-07-19,57,114300,82400
2021-07-16,45,104600,130400
2021-07-15,84,1058000,194400
2021-07-14,66,442100,231900
2021-07-13,65,96600,51000
2021-07-12,37,186900,317700
2021-07-09,46,196600,235400
2021-07-08,26,165300,473600
2021-07-07,38,230900,382100
2021-07-06,0,0,0
2021-07-05,50,273900,273900
2021-07-02,38,235200,383500
2021-07-01,34,201900,396100
2021-06-30,35,193800,362400
2021-06-29,51,281600,265500
2021-06-28,74,711400,254900
