Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,37,129600,218600
2021-07-26,61,409700,258200
2021-07-23,47,1014900,1123800
2021-07-22,62,771100,476000
2021-07-21,55,266500,219100
2021-07-20,38,206300,332800
2021-07-19,27,108500,300700
2021-07-16,42,1266600,1735200
2021-07-15,57,161100,115700
2021-07-14,51,902500,859300
2021-07-13,64,1653200,916400
2021-07-12,76,678900,213800
2021-07-09,36,224400,404200
2021-07-08,57,643100,467700
2021-07-07,76,552300,171200
2021-07-06,0,0,0
2021-07-05,50,1021600,1021600
2021-07-02,55,124300,103400
2021-07-01,51,138900,133800
2021-06-30,43,201800,268400
2021-06-29,46,285900,335100
2021-06-28,53,531800,471100
