Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,39,1136800,1749100
2021-07-26,47,637200,713300
2021-07-23,36,709400,1256100
2021-07-22,45,690400,847000
2021-07-21,35,545400,1012400
2021-07-20,51,1303100,1265600
2021-07-19,38,1130800,1855000
2021-07-16,39,623700,982700
2021-07-15,44,1175900,1497800
2021-07-14,38,927300,1501400
2021-07-13,49,1012200,1037600
2021-07-12,53,1435600,1273400
2021-07-09,45,1433300,1744200
2021-07-08,43,696000,914700
2021-07-07,59,1936100,1354000
2021-07-06,0,0,0
2021-07-05,50,2049100,2049100
2021-07-02,33,663400,1320800
2021-07-01,50,990100,987700
2021-06-30,48,1425200,1530100
2021-06-29,47,936700,1049600
2021-06-28,53,826000,742600
