Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,50,6993900,7047700
2021-07-26,41,6402200,9064000
2021-07-23,34,7595800,14434200
2021-07-22,59,8590800,5874500
2021-07-21,42,8334000,11341700
2021-07-20,52,13024200,12236700
2021-07-19,36,15516400,28151200
2021-07-16,36,5376400,9743000
2021-07-15,56,12161200,9367500
2021-07-14,37,12955100,22392500
2021-07-13,43,9054700,12077700
2021-07-12,39,23219100,36191700
2021-07-09,56,22342300,17080400
2021-07-08,50,14215200,14227700
2021-07-07,56,21669800,16712300
2021-07-06,0,0,0
2021-07-05,50,47547200,47547200
2021-07-02,62,19016500,11541400
2021-07-01,56,11071600,8425400
2021-06-30,45,5448800,6592800
2021-06-29,47,7869900,8732600
2021-06-28,64,17008800,9448200
