Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,43,880200,1159500
2021-07-26,48,1305100,1414400
2021-07-23,48,1411500,1534100
2021-07-22,59,1339800,946500
2021-07-21,36,470800,841200
2021-07-20,41,477300,689200
2021-07-19,56,2999600,2346600
2021-07-16,59,1052900,732700
2021-07-15,64,577400,328900
2021-07-14,40,392900,578300
2021-07-13,52,689600,627200
2021-07-12,32,879200,1911800
2021-07-09,41,999600,1435300
2021-07-08,31,1365800,3076900
2021-07-07,39,1045900,1652900
2021-07-06,0,0,0
2021-07-05,50,2592200,2592200
2021-07-02,43,702600,944500
2021-07-01,63,3376800,2000700
2021-06-30,54,916200,769400
2021-06-29,37,953600,1646800
2021-06-28,59,1637200,1159100
