Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,51,2166300,2055000
2021-07-26,52,2409100,2235100
2021-07-23,40,1619500,2399600
2021-07-22,71,858000,355200
2021-07-21,74,1500700,531100
2021-07-20,64,2390900,1319600
2021-07-19,46,1129600,1306800
2021-07-16,63,3958800,2369200
2021-07-15,67,2071500,1030100
2021-07-14,77,2494200,732400
2021-07-13,59,1032500,710800
2021-07-12,39,2398600,3701100
2021-07-09,56,2226200,1676200
2021-07-08,53,1734200,1557800
2021-07-07,53,1445100,1277100
2021-07-06,0,0,0
2021-07-05,50,3530600,3530600
2021-07-02,56,12049700,9015400
2021-07-01,83,5619800,1118700
2021-06-30,82,4764100,1041400
2021-06-29,55,6098200,4943000
2021-06-28,76,4744900,1486300
