Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,53,2655500,2384900
2021-07-26,46,2120800,2449100
2021-07-23,53,4081400,3622200
2021-07-22,44,1823600,2366500
2021-07-21,40,2692100,3980800
2021-07-20,50,5759800,5787500
2021-07-19,40,3827300,5729700
2021-07-16,37,2051100,3466000
2021-07-15,66,3088800,1588100
2021-07-14,40,3721900,5691900
2021-07-13,42,3420500,4715500
2021-07-12,38,6773800,11134100
2021-07-09,43,3479500,4685100
2021-07-08,41,3666500,5329600
2021-07-07,51,5764800,5539600
2021-07-06,0,0,0
2021-07-05,50,8235200,8235200
2021-07-02,39,3504900,5379200
2021-07-01,46,2686500,3134000
2021-06-30,42,2591500,3519000
2021-06-29,50,4547800,4542200
2021-06-28,56,5727200,4382700
