Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,43,603000,788800
2021-07-26,57,1330600,950200
2021-07-23,48,659600,702500
2021-07-22,51,845800,823600
2021-07-21,44,647400,827200
2021-07-20,42,658800,926800
2021-07-19,53,1004400,905700
2021-07-16,68,1887600,902500
2021-07-15,61,596000,385400
2021-07-14,35,420300,791500
2021-07-13,33,403300,805100
2021-07-12,38,835300,1336000
2021-07-09,52,777700,711600
2021-07-08,48,575800,627900
2021-07-07,56,1052100,823800
2021-07-06,0,0,0
2021-07-05,50,2107700,2107700
2021-07-02,61,1129700,732900
2021-07-01,65,1315200,718800
2021-06-30,53,576600,510700
2021-06-29,28,238200,597600
2021-06-28,43,452200,594100
