Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,62,1267300,790400
2021-07-26,45,632500,782700
2021-07-23,33,640300,1278200
2021-07-22,54,653900,552300
2021-07-21,30,442000,1038300
2021-07-20,56,1169800,898400
2021-07-19,46,696500,803500
2021-07-16,54,1187200,1017700
2021-07-15,48,665800,709100
2021-07-14,43,725300,947200
2021-07-13,44,738800,930600
2021-07-12,57,1328200,961300
2021-07-09,50,1144400,1124000
2021-07-08,57,1580600,1156100
2021-07-07,68,2062600,968900
2021-07-06,0,0,0
2021-07-05,50,2219000,2219000
2021-07-02,45,639600,775900
2021-07-01,52,909000,848400
2021-06-30,74,1722200,596600
2021-06-29,52,523400,480400
2021-06-28,62,966600,600500
