Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,43,1263900,1679000
2021-07-26,51,1200600,1168000
2021-07-23,39,1102200,1691200
2021-07-22,60,1632000,1081300
2021-07-21,39,682800,1063500
2021-07-20,49,2024900,2127300
2021-07-19,25,1793500,5301700
2021-07-16,37,1577500,2736600
2021-07-15,49,1051600,1102900
2021-07-14,43,2314600,3088500
2021-07-13,53,6508700,5728700
2021-07-12,54,5043800,4329800
2021-07-09,42,1431400,1981500
2021-07-08,49,2794200,2935500
2021-07-07,55,4628400,3829700
2021-07-06,0,0,0
2021-07-05,50,10979200,10979200
2021-07-02,44,2326600,2903900
2021-07-01,54,3643200,3098800
2021-06-30,38,3605000,5815400
2021-06-29,37,3999800,6692200
2021-06-28,56,7080700,5256400
