Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,42,7263900,10184500
2021-07-26,49,5312700,5463400
2021-07-23,34,5976700,11390100
2021-07-22,61,8443200,5418800
2021-07-21,40,4211900,6379000
2021-07-20,55,11761500,9573600
2021-07-19,34,7583100,14878400
2021-07-16,44,4377200,5628300
2021-07-15,61,9631800,6112900
2021-07-14,41,7198700,10151100
2021-07-13,41,5155000,7321000
2021-07-12,44,12874300,16644400
2021-07-09,38,7619000,12262700
2021-07-08,42,6281600,8701300
2021-07-07,59,16192500,11371900
2021-07-06,0,0,0
2021-07-05,0,0,0
2021-07-02,0,0,0
2021-07-01,0,0,0
2021-06-30,0,0,0
2021-06-29,0,0,0
2021-06-28,0,0,0
