Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,44,922400,1170900
2021-07-26,51,1034700,1008400
2021-07-23,32,827500,1730800
2021-07-22,40,777900,1160000
2021-07-21,56,1439200,1068800
2021-07-20,64,1500000,839000
2021-07-19,33,1392600,2856400
2021-07-16,31,734600,1618500
2021-07-15,52,818200,758400
2021-07-14,55,3638500,3004000
2021-07-13,65,3458900,1830600
2021-07-12,28,1041100,2628100
2021-07-09,56,4052200,2997200
2021-07-08,34,1000700,1966400
2021-07-07,52,3307200,3065500
2021-07-06,0,0,0
2021-07-05,50,3859900,3859900
2021-07-02,56,3098200,2427600
2021-07-01,60,4579600,3026900
2021-06-30,33,831600,1701900
2021-06-29,40,1090900,1643800
2021-06-28,31,912900,2062200
