Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,51,2818700,2704600
2021-07-26,52,1747500,1640000
2021-07-23,42,2040500,2787500
2021-07-22,46,2612700,3008400
2021-07-21,47,1882900,2148800
2021-07-20,44,3232200,4107400
2021-07-19,47,4727200,5334400
2021-07-16,38,1378600,2222500
2021-07-15,50,2189600,2159700
2021-07-14,48,2153200,2343300
2021-07-13,52,2476300,2298600
2021-07-12,44,4208000,5304000
2021-07-09,38,2835600,4570800
2021-07-08,42,1781300,2456600
2021-07-07,49,3831900,4036400
2021-07-06,0,0,0
2021-07-05,50,8282800,8282800
2021-07-02,38,2126100,3441300
2021-07-01,43,2886300,3756000
2021-06-30,34,2262500,4367300
2021-06-29,34,4075600,7759100
2021-06-28,41,2247900,3187800
