Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,78,245800,69500
2021-07-26,63,249200,148700
2021-07-23,56,236800,187200
2021-07-22,77,277700,82200
2021-07-21,66,243100,126400
2021-07-20,81,322000,76200
2021-07-19,66,204100,103400
2021-07-16,70,343400,145100
2021-07-15,94,338800,20900
2021-07-14,76,370000,118400
2021-07-13,46,236600,280300
2021-07-12,65,218600,119300
2021-07-09,81,405500,95300
2021-07-08,80,464300,116100
2021-07-07,92,263500,23000
2021-07-06,0,0,0
2021-07-05,0,0,0
2021-07-02,36,555300,970900
2021-07-01,34,198400,382600
2021-06-30,56,311900,236900
2021-06-29,66,350200,179700
2021-06-28,56,572500,437300
